step,neurons_pruned,total_neurons,neuron_sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_neuron,layer_0_neurons,layer_1_neurons
286,287,400,0.715,0.445,3.294701e+04,1.484535e-01,2.3257,12.911,1,134,61,52
287,288,400,0.7175,0.445,3.245559e+04,1.863985e-01,2.309,12.9031,0,151,60,52
288,289,400,0.72,0.438,3.236292e+04,2.147545e-01,2.2867,12.8825,0,123,59,52
289,290,400,0.7225,0.439,3.366521e+04,2.301759e-01,2.2667,12.8825,0,159,58,52
290,291,400,0.725,0.439,3.455762e+04,1.928063e-01,2.2474,12.8899,0,108,57,52
291,292,400,0.7275,0.446,3.426068e+04,1.775862e-01,2.2231,12.9097,1,105,57,51
292,293,400,0.73,0.449,3.343114e+04,1.987363e-01,2.2013,12.9263,1,162,57,50
293,294,400,0.7325,0.444,3.332562e+04,2.044906e-01,2.1841,12.8918,1,0,57,49
294,295,400,0.735,0.44,3.320801e+04,2.370594e-01,2.1622,12.8897,0,126,56,49
295,296,400,0.7375,0.443,3.471212e+04,2.276591e-01,2.1455,12.8853,0,114,55,49
296,297,400,0.74,0.434,3.543786e+04,2.114347e-01,2.1209,12.8836,0,40,54,49
297,298,400,0.7425,0.435,3.479168e+04,2.054740e-01,2.0989,12.8888,1,50,54,48
298,299,400,0.745,0.433,3.518051e+04,2.169249e-01,2.081,12.8875,0,134,53,48
299,300,400,0.7475,0.436,3.577191e+04,2.245104e-01,2.0693,12.9001,0,53,52,48
300,301,400,0.75,0.435,3.651378e+04,2.012056e-01,2.047,12.8722,0,35,51,48
301,302,400,0.7525,0.437,3.519685e+04,1.931119e-01,2.0198,12.9065,1,82,51,47
302,303,400,0.755,0.436,3.486072e+04,1.431774e-01,2.0019,12.8685,1,111,51,46
303,304,400,0.7575,0.437,3.408512e+04,2.391591e-01,1.9838,12.8931,0,149,50,46
304,305,400,0.76,0.426,3.627390e+04,2.499960e-01,1.9566,12.8401,0,88,49,46
305,306,400,0.7625,0.422,3.743396e+04,2.033014e-01,1.9405,12.8341,0,34,48,46
306,307,400,0.765,0.425,3.707608e+04,1.892636e-01,1.9152,12.8693,0,137,47,46
307,308,400,0.7675,0.422,3.634345e+04,1.619513e-01,1.9001,12.8679,1,34,47,45
308,309,400,0.77,0.422,3.511345e+04,2.423458e-01,1.8783,12.8593,0,105,46,45
309,310,400,0.7725,0.436,3.745666e+04,2.720422e-01,1.8616,12.8372,1,87,46,44
310,311,400,0.775,0.429,3.949708e+04,1.489412e-01,1.8337,12.8648,1,88,46,43
311,312,400,0.7775,0.424,3.668783e+04,2.025860e-01,1.8161,12.8793,1,119,46,42
312,313,400,0.78,0.437,3.607093e+04,1.886272e-01,1.788,12.8748,1,186,46,41
313,314,400,0.7825,0.433,3.533382e+04,1.954013e-01,1.7685,12.8475,1,175,46,40
314,315,400,0.785,0.426,3.469372e+04,2.113821e-01,1.7555,12.8618,0,89,45,40
315,316,400,0.7875,0.424,3.469629e+04,2.104921e-01,1.7327,12.8668,1,22,45,39
316,317,400,0.79,0.418,3.579929e+04,2.405412e-01,1.7108,12.8558,0,164,44,39
317,318,400,0.7925,0.416,3.694669e+04,2.075357e-01,1.6891,12.8558,1,73,44,38
318,319,400,0.795,0.417,3.605789e+04,1.845196e-01,1.6752,12.8316,1,95,44,37
319,320,400,0.7975,0.416,3.584167e+04,2.140857e-01,1.6592,12.8576,0,187,43,37
320,321,400,0.8,0.421,3.650570e+04,2.063767e-01,1.6266,12.8678,1,26,43,36
321,322,400,0.8025,0.425,3.595106e+04,2.434362e-01,1.6076,12.8326,0,67,42,36
322,323,400,0.805,0.424,3.826362e+04,1.829325e-01,1.5903,12.8503,1,117,42,35
323,324,400,0.8075,0.419,3.781123e+04,2.236430e-01,1.5729,12.8332,0,42,41,35
324,325,400,0.81,0.418,3.821754e+04,1.818147e-01,1.5449,12.8588,1,157,41,34
325,326,400,0.8125,0.422,3.738103e+04,2.800525e-01,1.5346,12.8453,0,7,40,34
326,327,400,0.815,0.414,4.209482e+04,2.135553e-01,1.5095,12.8814,1,104,40,33
327,328,400,0.8175,0.418,4.129548e+04,2.068736e-01,1.4941,12.8422,0,69,39,33
328,329,400,0.82,0.419,3.956888e+04,1.662640e-01,1.4717,12.8654,1,103,39,32
329,330,400,0.8225,0.42,3.804220e+04,2.185273e-01,1.4456,12.8409,0,36,38,32
330,331,400,0.825,0.42,3.838962e+04,2.798388e-01,1.4312,12.826,0,103,37,32
331,332,400,0.8275,0.406,4.223883e+04,2.491263e-01,1.4087,12.8458,0,119,36,32
332,333,400,0.83,0.407,4.402574e+04,2.417760e-01,1.3858,12.8408,1,38,36,31
333,334,400,0.8325,0.377,4.408745e+04,2.330015e-01,1.3665,12.8332,0,131,35,31
334,335,400,0.835,0.369,4.345852e+04,1.740018e-01,1.3488,12.8369,1,106,35,30
335,336,400,0.8375,0.386,4.136263e+04,2.437354e-01,1.3264,12.8154,1,13,35,29
336,337,400,0.84,0.38,4.255314e+04,2.498400e-01,1.309,12.8242,0,51,34,29
337,338,400,0.8425,0.383,4.356798e+04,2.521171e-01,1.2828,12.8148,0,95,33,29
338,339,400,0.845,0.385,4.411915e+04,2.609419e-01,1.2596,12.8155,1,47,33,28
339,340,400,0.8475,0.366,4.528607e+04,2.639304e-01,1.2355,12.8147,0,142,32,28
340,341,400,0.85,0.363,4.641603e+04,2.233566e-01,1.2189,12.8314,1,18,32,27
341,342,400,0.8525,0.362,4.484647e+04,2.209419e-01,1.2011,12.8184,1,170,32,26
342,343,400,0.855,0.373,4.294607e+04,2.196006e-01,1.1829,12.8135,0,143,31,26
343,344,400,0.8575,0.371,4.282818e+04,2.551931e-01,1.1637,12.8169,0,80,30,26
344,345,400,0.86,0.387,4.429394e+04,2.406071e-01,1.1421,12.8095,0,165,29,26
345,346,400,0.8625,0.381,4.558330e+04,2.206272e-01,1.1222,12.7964,0,98,28,26
346,347,400,0.865,0.374,4.490698e+04,2.526830e-01,1.1013,12.8203,1,149,28,25
347,348,400,0.8675,0.381,4.631063e+04,2.633275e-01,1.0761,12.7959,0,56,27,25
348,349,400,0.87,0.379,4.870307e+04,2.574634e-01,1.0586,12.8109,1,173,27,24
349,350,400,0.8725,0.362,4.954639e+04,3.101149e-01,1.0417,12.82,1,174,27,23
350,351,400,0.875,0.359,5.639125e+04,2.576951e-01,1.0192,12.827,0,127,26,23
351,352,400,0.8775,0.362,5.450435e+04,2.455992e-01,1.0008,12.7875,0,158,25,23
352,353,400,0.88,0.391,5.216171e+04,2.253459e-01,0.9736,12.7824,1,58,25,22
353,354,400,0.8825,0.389,4.981844e+04,3.303048e-01,0.959,12.7757,0,17,24,22
354,355,400,0.885,0.357,5.932034e+04,3.075081e-01,0.939,12.7746,0,177,23,22
355,356,400,0.8875,0.35,6.085323e+04,2.908650e-01,0.9166,12.7797,1,115,23,21
356,357,400,0.89,0.367,6.199980e+04,2.749046e-01,0.8962,12.783,1,163,23,20
357,358,400,0.8925,0.324,6.114608e+04,2.852878e-01,0.8795,12.7894,1,16,23,19
358,359,400,0.895,0.306,6.681502e+04,3.324105e-01,0.8609,12.7752,0,121,22,19
359,360,400,0.8975,0.317,7.481957e+04,2.344619e-01,0.8331,12.8045,1,35,22,18
360,361,400,0.9,0.327,6.707370e+04,2.879081e-01,0.8113,12.8048,1,185,22,17
361,362,400,0.9025,0.346,6.382463e+04,2.805265e-01,0.7959,12.7726,0,160,21,17
362,363,400,0.905,0.337,6.522834e+04,3.481587e-01,0.7716,12.7666,0,28,20,17
363,364,400,0.9075,0.301,7.474836e+04,3.270466e-01,0.7541,12.7656,0,31,19,17
364,365,400,0.91,0.329,7.624962e+04,2.328480e-01,0.7332,12.7858,1,146,19,16
365,366,400,0.9125,0.329,6.863031e+04,2.883900e-01,0.7136,12.7609,1,178,19,15
366,367,400,0.915,0.315,6.548849e+04,3.450683e-01,0.6955,12.7906,0,3,18,15
367,368,400,0.9175,0.304,7.396661e+04,3.226312e-01,0.6724,12.7914,0,91,17,15
368,369,400,0.92,0.304,8.131550e+04,3.108374e-01,0.6535,12.7809,1,166,17,14
369,370,400,0.9225,0.303,8.419755e+04,3.063833e-01,0.6351,12.7676,1,169,17,13
370,371,400,0.925,0.303,8.513274e+04,2.824705e-01,0.6103,12.7661,0,146,16,13
371,372,400,0.9275,0.313,8.484828e+04,3.152761e-01,0.5939,12.7568,0,50,15,13
372,373,400,0.93,0.309,8.936061e+04,2.119637e-01,0.5738,12.7772,1,2,15,12
373,374,400,0.9325,0.315,8.055870e+04,3.456676e-01,0.5469,12.7904,1,167,15,11
374,375,400,0.935,0.306,8.650387e+04,3.406645e-01,0.5348,12.7631,0,194,14,11
375,376,400,0.9375,0.303,8.388270e+04,3.585298e-01,0.5114,12.7663,0,175,13,11
376,377,400,0.94,0.278,8.838803e+04,3.640627e-01,0.4929,12.7489,0,24,12,11
377,378,400,0.9425,0.349,9.861428e+04,3.623124e-01,0.4714,12.7743,1,17,12,10
378,379,400,0.945,0.341,1.016116e+05,4.040129e-01,0.4469,12.7717,0,102,11,10
379,380,400,0.9475,0.321,1.213213e+05,2.823589e-01,0.4303,12.7695,0,18,10,10
380,381,400,0.95,0.319,1.185476e+05,4.268290e-01,0.4063,12.7559,0,129,9,10
381,382,400,0.9525,0.309,1.476644e+05,3.607465e-01,0.3882,12.7557,1,154,9,9
382,383,400,0.955,0.33,1.316279e+05,3.358037e-01,0.3647,12.7625,0,192,8,9
383,384,400,0.9575,0.324,1.348043e+05,4.262054e-01,0.349,12.7586,1,48,8,8
384,385,400,0.96,0.305,1.565178e+05,4.272324e-01,0.3252,12.775,1,165,8,7
385,386,400,0.9625,0.273,1.946924e+05,4.290827e-01,0.3035,12.7609,1,194,8,6
386,387,400,0.965,0.256,2.161196e+05,4.213475e-01,0.2838,12.7626,0,106,7,6
387,388,400,0.9675,0.298,2.399118e+05,4.596125e-01,0.2638,12.7543,1,80,7,5
388,389,400,0.97,0.279,3.244166e+05,4.708743e-01,0.2443,12.7515,1,139,7,4
389,390,400,0.9725,0.279,3.502643e+05,3.574738e-01,0.2233,12.757,0,23,6,4
